Date,Open,High,Low,Close,Volume
2017-01-03,87.2699966430664,87.66999816894531,86.80000305175781,74.30522918701172,2197200
2017-01-04,87.51000213623047,88.29000091552734,87.51000213623047,75.02845001220703,1862200
2017-01-05,88.08999633789062,88.0999984741211,87.56999969482422,74.82423400878906,1281700
2017-01-06,88.06999969482422,88.4000015258789,87.72000122070312,75.02845001220703,993000
2017-01-09,88.1500015258789,88.1500015258789,87.66999816894531,74.62003326416016,1332700
2017-01-10,87.79000091552734,88.16000366210938,87.6500015258789,74.6881103515625,1223500
2017-01-11,87.7699966430664,88.05000305175781,87.5,74.88378143310547,1489400
2017-01-12,87.88999938964844,87.94000244140625,87.16000366210938,74.76469421386719,1093000
2017-01-13,87.87000274658203,88.18000030517578,87.87000274658203,74.91783905029297,1001700
2017-01-17,87.86000061035156,88.12999725341797,87.63999938964844,74.72215270996094,1137500
2017-01-18,87.95999908447266,88.08999633789062,87.62000274658203,74.94337463378906,929200
2017-01-19,88.06999969482422,88.20999908447266,87.41000366210938,74.56900787353516,751000
2017-01-20,87.97000122070312,88.19999694824219,87.62999725341797,74.84977722167969,827400
2017-01-23,87.9000015258789,87.97000122070312,87.37000274658203,74.6285400390625,1180200
2017-01-24,87.91999816894531,88.7300033569336,87.9000015258789,75.36881256103516,1876500
2017-01-25,88.9800033569336,89.27999877929688,88.91000366210938,75.93887329101562,1293400
2017-01-26,89.25,89.31999969482422,88.93000030517578,75.7346420288086,943800
2017-01-27,89.11000061035156,89.11000061035156,88.6500015258789,75.50492858886719,910100
2017-01-30,88.44000244140625,88.44999694824219,87.66000366210938,75.07950592041016,1420000
2017-01-31,88.08000183105469,88.37999725341797,87.76000213623047,75.1986312866211,903500
2017-02-01,88.55999755859375,88.68000030517578,87.83999633789062,75.01142883300781,1089800
2017-02-02,87.9800033569336,88.47000122070312,87.86000061035156,75.17310333251953,826300
2017-02-03,88.69000244140625,89.05000305175781,88.61000061035156,75.69212341308594,794700
2017-02-06,88.8499984741211,88.9800033569336,88.56999969482422,75.48790740966797,766700
2017-02-07,88.83000183105469,88.94000244140625,88.4800033569336,75.41133880615234,830700
2017-02-08,88.62999725341797,88.86000061035156,88.30999755859375,75.57300567626953,657200
2017-02-09,88.94000244140625,89.55000305175781,88.9000015258789,76.04097747802734,1169100
2017-02-10,89.63999938964844,89.97000122070312,89.58999633789062,76.46638488769531,947200
2017-02-13,90.13999938964844,90.41000366210938,90.06999969482422,76.80672454833984,856300
2017-02-14,90.16000366210938,90.55000305175781,90.01000213623047,77.01094818115234,772800
2017-02-15,90.41000366210938,91.08000183105469,90.37999725341797,77.38531494140625,794600
2017-02-16,90.98999786376953,91.0999984741211,90.44000244140625,77.18962860107422,791400
2017-02-17,90.5,90.91000366210938,90.37000274658203,77.34278106689453,668200
2017-02-21,91.04000091552734,91.62000274658203,91.04000091552734,77.88733673095703,961000
2017-02-22,91.33999633789062,91.4800033569336,91.19000244140625,77.70014953613281,671100
2017-02-23,91.58999633789062,91.61000061035156,90.91999816894531,77.56400299072266,1023100
2017-02-24,90.80000305175781,91.41000366210938,90.69999694824219,77.7767105102539,809800
2017-02-27,91.41000366210938,91.68000030517578,91.23999786376953,77.95541381835938,713400
2017-02-28,91.41000366210938,91.44000244140625,91.05000305175781,77.55548095703125,720000
2017-03-01,91.8499984741211,92.52999877929688,91.8499984741211,78.50845336914062,1166800
2017-03-02,92.19999694824219,92.19999694824219,91.63999938964844,77.99794006347656,786700
2017-03-03,91.61000061035156,91.73999786376953,91.36000061035156,77.98941802978516,645800
2017-03-06,91.29000091552734,91.5199966430664,91.01000213623047,77.64056396484375,512400
2017-03-07,91.11000061035156,91.1500015258789,90.7699966430664,77.29171752929688,942300
2017-03-08,90.9000015258789,91.12000274658203,90.55999755859375,77.1130599975586,848700
2017-03-09,90.63999938964844,90.87000274658203,90.13999938964844,77.04498291015625,1001900
2017-03-10,91.0,91.1500015258789,90.47000122070312,77.35128021240234,488000
2017-03-13,90.91000366210938,91.12000274658203,90.80000305175781,77.50444030761719,545300
2017-03-14,90.79000091552734,90.79000091552734,90.33000183105469,77.1385726928711,1294300
2017-03-15,90.87999725341797,91.88999938964844,90.8499984741211,77.98091888427734,881300
2017-03-16,91.73999786376953,91.75,91.30000305175781,77.80226135253906,676300
2017-03-17,91.27999877929688,91.30999755859375,90.98999786376953,77.77661895751953,539000
2017-03-20,91.05999755859375,91.0999984741211,90.61000061035156,77.55455780029297,579300
2017-03-21,91.11000061035156,91.11000061035156,89.51000213623047,76.53813171386719,1444000
2017-03-22,89.58000183105469,89.9000015258789,89.26000213623047,76.67479705810547,873900
2017-03-23,89.75,90.37000274658203,89.63999938964844,76.70894622802734,787800
2017-03-24,89.95999908447266,90.22000122070312,89.45999908447266,76.70894622802734,682500
2017-03-27,89.0999984741211,89.79000091552734,88.87999725341797,76.57229614257812,780600
2017-03-28,89.62000274658203,90.55999755859375,89.5,77.20433807373047,764800
2017-03-29,90.31999969482422,90.75,90.19999694824219,77.46913146972656,459000
2017-03-30,90.66999816894531,91.01000213623047,90.56999969482422,77.62287139892578,512000
2017-03-31,90.81999969482422,91.08999633789062,90.72000122070312,77.5716323852539,591800
2017-04-03,90.9000015258789,90.93000030517578,89.91999816894531,77.2641372680664,2521200
2017-04-04,90.31999969482422,90.41999816894531,90.08999633789062,77.17020416259766,934000
2017-04-05,90.66999816894531,91.16999816894531,89.98999786376953,76.9566421508789,980600
2017-04-06,90.20999908447266,90.80000305175781,90.05999755859375,77.36663818359375,682000
2017-04-07,90.56999969482422,90.80000305175781,90.30999755859375,77.2983169555664,400700
2017-04-10,90.58999633789062,91.02999877929688,90.43000030517578,77.4776840209961,489500
2017-04-11,90.55000305175781,90.73999786376953,90.0,77.5032958984375,617200
2017-04-12,90.62999725341797,90.6500015258789,90.06999969482422,77.02496337890625,544500
2017-04-13,90.04000091552734,90.29000091552734,89.54000091552734,76.48687744140625,605400
2017-04-17,89.81999969482422,90.30000305175781,89.63999938964844,77.11039733886719,802300
2017-04-18,89.95999908447266,90.25,89.66999816894531,76.88834381103516,607100
2017-04-19,90.33000183105469,90.55000305175781,89.93000030517578,76.91394805908203,656700
2017-04-20,90.30999755859375,90.98999786376953,90.18000030517578,77.5460205078125,582100
2017-04-21,90.73999786376953,90.77999877929688,90.30999755859375,77.2983169555664,824200
2017-04-24,91.47000122070312,91.5999984741211,91.16000366210938,78.0584716796875,698500
2017-04-25,91.62999725341797,92.0,91.54000091552734,78.46847534179688,649900
2017-04-26,91.88999938964844,92.33999633789062,91.66999816894531,78.48551177978516,710200
2017-04-27,91.97000122070312,92.04000091552734,91.55999755859375,78.45137023925781,662000
2017-04-28,91.87999725341797,91.91000366210938,91.33999633789062,78.08409118652344,632900
2017-05-01,91.62999725341797,91.62999725341797,91.23999786376953,78.04994201660156,862000
2017-05-02,91.48999786376953,91.56999969482422,91.26000213623047,78.1182632446289,512600
2017-05-03,91.27999877929688,91.37999725341797,90.91000366210938,77.87059020996094,621900
2017-05-04,91.2699966430664,91.33999633789062,90.83000183105469,77.93891143798828,560800
2017-05-05,91.45999908447266,91.8499984741211,91.3499984741211,78.45137023925781,453500
2017-05-08,91.87999725341797,91.93000030517578,91.4800033569336,78.27203369140625,541000
2017-05-09,91.7300033569336,91.80000305175781,91.44999694824219,78.22076416015625,590800
2017-05-10,91.62000274658203,91.94999694824219,91.41000366210938,78.51969909667969,744200
2017-05-11,91.69000244140625,91.70999908447266,91.0,78.19514465332031,590400
2017-05-12,91.41999816894531,91.48999786376953,91.05000305175781,77.84496307373047,355700
2017-05-15,91.36000061035156,91.87000274658203,91.36000061035156,78.31473541259766,337700
2017-05-16,91.83000183105469,91.8499984741211,91.30000305175781,78.10973358154297,542500
2017-05-17,90.7699966430664,90.94999694824219,89.9800033569336,76.90540313720703,1293300
2017-05-18,89.91999816894531,90.61000061035156,89.75,77.07623291015625,949800
2017-05-19,90.4800033569336,91.2699966430664,90.2699966430664,77.69973754882812,721500
2017-05-22,91.1500015258789,91.52999877929688,91.01000213623047,78.10118865966797,418700
2017-05-23,91.62999725341797,91.66999816894531,91.3499984741211,78.1182632446289,399500
2017-05-24,91.54000091552734,91.69999694824219,91.44000244140625,78.28909301757812,318800
2017-05-25,91.88999938964844,92.20999908447266,91.81999969482422,78.6051254272461,557100
2017-05-26,91.9800033569336,92.04000091552734,91.9000015258789,78.58802795410156,592300
2017-05-30,91.87999725341797,91.98999786376953,91.68000030517578,78.44282531738281,495300
2017-05-31,91.95999908447266,91.97000122070312,91.45999908447266,78.51969909667969,527700
2017-06-01,92.12999725341797,92.9000015258789,91.94999694824219,79.33111572265625,739700
2017-06-02,92.94000244140625,93.12999725341797,92.72000122070312,79.44218444824219,517800
2017-06-05,92.93000030517578,93.0,92.73999786376953,79.27133178710938,369100
2017-06-06,92.5199966430664,92.69000244140625,92.33000183105469,78.9552993774414,457300
2017-06-07,92.58000183105469,92.69999694824219,92.26000213623047,79.03217315673828,555400
2017-06-08,92.55000305175781,92.79000091552734,92.33999633789062,79.09197998046875,312900
2017-06-09,92.66999816894531,93.19999694824219,92.4800033569336,79.33111572265625,532100
2017-06-12,92.80000305175781,93.08999633789062,92.66999816894531,79.43360137939453,310200
2017-06-13,93.22000122070312,93.58999633789062,93.0999984741211,79.9375228881836,530800
2017-06-14,93.62999725341797,93.63999938964844,93.08000183105469,79.75819396972656,563500
2017-06-15,92.83000183105469,93.23999786376953,92.73999786376953,79.58735656738281,442300
2017-06-16,92.91999816894531,92.91999816894531,92.47000122070312,79.60536193847656,425300
2017-06-19,93.18000030517578,93.48999786376953,93.05000305175781,80.10247802734375,672100
2017-06-20,93.36000061035156,93.36000061035156,92.66000366210938,79.45110321044922,355100
2017-06-21,92.83000183105469,92.86000061035156,92.2300033569336,79.22828674316406,312300
2017-06-22,92.43000030517578,92.76000213623047,92.30000305175781,79.25397491455078,386300
2017-06-23,92.52999877929688,92.77999877929688,92.38999938964844,79.4339370727539,285800
2017-06-26,92.93000030517578,93.20999908447266,92.83000183105469,79.66535949707031,248700
2017-06-27,92.94999694824219,93.0999984741211,92.33000183105469,79.13397216796875,539600
2017-06-28,92.73999786376953,93.25,92.73999786376953,79.75106811523438,334500
2017-06-29,93.1500015258789,93.26000213623047,91.87000274658203,79.18539428710938,432000
2017-06-30,92.76000213623047,93.02999877929688,92.5,79.4339370727539,359600
2017-07-03,93.13999938964844,93.4000015258789,93.06999969482422,79.76820373535156,390600
2017-07-05,93.19999694824219,93.19999694824219,92.66000366210938,79.64823913574219,601100
2017-07-06,92.55999755859375,92.61000061035156,91.80999755859375,78.77400970458984,508200
2017-07-07,92.02999877929688,92.58000183105469,92.01000213623047,79.27967834472656,377000
2017-07-10,92.44000244140625,92.68000030517578,92.31999969482422,79.29678344726562,271400
